Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY17-18,2017/07/01,5241,Engineer,021,COMMN,5241N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5241,Engineer,021,SFMTA,5241N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5260,Architectural Assistant 1,021,COMMN,5260N,2746,3338,,34.3250,36.0500,37.8500,39.7500,41.7250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5260,Architectural Assistant 1,021,SFMTA,5260N,2746,3338,,34.3250,36.0500,37.8500,39.7500,41.7250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5261,Architectural Assistant 2,021,COMMN,5261N,3028,3681,,37.8500,39.7500,41.7250,43.8125,46.0125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5261,Architectural Assistant 2,021,SFMTA,5261N,3028,3681,,37.8500,39.7500,41.7250,43.8125,46.0125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5262,Landscape Architect Assoc 1,021,COMMN,5262N,3470,4217,,43.3750,45.5375,47.8125,50.2000,52.7125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5262,Landscape Architect Assoc 1,021,SFMTA,5262N,3470,4217,,43.3750,45.5375,47.8125,50.2000,52.7125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5264,Airport Noise Abatement Spec,790,COMMN,5264N,2827,3437,,35.3375,37.1000,38.9750,40.9125,42.9625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5265,Architectural Associate 1,021,COMMN,5265N,3470,4217,,43.3750,45.5375,47.8125,50.2000,52.7125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5265,Architectural Associate 1,021,SFMTA,5265N,3470,4217,,43.3750,45.5375,47.8125,50.2000,52.7125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5266,Architectural Associate 2,021,COMMN,5266N,4039,4909,,50.4875,53.0125,55.6625,58.4375,61.3625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5266,Architectural Associate 2,021,SFMTA,5266N,4039,4909,,50.4875,53.0125,55.6625,58.4375,61.3625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5268,Architect,021,COMMN,5268N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5268,Architect,021,SFMTA,5268N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5271,Sr Airport Noise Abatement Spe,790,COMMN,5271N,3079,3742,,38.4875,40.4000,42.4250,44.5500,46.7750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5272,Landscape Architect Assoc 2,021,COMMN,5272N,4039,4909,,50.4875,53.0125,55.6625,58.4375,61.3625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5272,Landscape Architect Assoc 2,021,SFMTA,5272N,4039,4909,,50.4875,53.0125,55.6625,58.4375,61.3625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5274,Landscape Architect,021,COMMN,5274N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5274,Landscape Architect,021,SFMTA,5274N,4675,5684,,58.4375,61.3625,64.4375,67.6625,71.0500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5275,Planner Technician,021,COMMN,5275N,2209,2685,,27.6125,29.0000,30.4500,31.9625,33.5625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5276,City Planning Intern,021,COMMN,5276N,2099,2552,,26.2375,27.5500,28.9250,30.3875,31.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5277,Planner 1,021,COMMN,5277N,2540,3087,,31.7500,33.3375,35.0125,36.7625,38.5875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5277,Planner 1,021,SFMTA,5277N,2540,3087,,31.7500,33.3375,35.0125,36.7625,38.5875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5278,Planner 2,021,COMMN,5278N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5278,Planner 2,021,SFMTA,5278N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5283,Planner 5,021,COMMN,5283N,5155,6265,6,64.4375,67.6625,71.0500,74.6000,78.3125,80.2250,82.2375,84.2250,,,,,,,,,,,,
FY17-18,2017/07/01,5283,Planner 5,021,SFMTA,5283N,5155,6265,6,64.4375,67.6625,71.0500,74.6000,78.3125,80.2250,82.2375,84.2250,,,,,,,,,,,,
FY17-18,2017/07/01,5288,Transportation Planner II,021,COMMN,5288N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5288,Transportation Planner II,021,SFMTA,5288N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5289,Transportation Planner III,021,COMMN,5289N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5289,Transportation Planner III,021,SFMTA,5289N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5290,Transportation Planner IV,021,COMMN,5290N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5290,Transportation Planner IV,021,SFMTA,5290N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5291,Planner 3,021,COMMN,5291N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5291,Planner 3,021,SFMTA,5291N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5293,Planner 4,021,COMMN,5293N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5293,Planner 4,021,SFMTA,5293N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5298,Planner 3-Environmental Review,021,COMMN,5298N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5298,Planner 3-Environmental Review,021,SFMTA,5298N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5299,Planner 4-Environmental Review,021,COMMN,5299N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5299,Planner 4-Environmental Review,021,SFMTA,5299N,4345,5280,,54.3125,57.0125,59.8750,62.8500,66.0000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5301,"Manager, Traffic Painting Prog",021,COMMN,5301N,3557,4323,,44.4625,46.6875,49.0125,51.4750,54.0375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5301,"Manager, Traffic Painting Prog",021,SFMTA,5301N,3557,4323,,44.4625,46.6875,49.0125,51.4750,54.0375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5302,Traffic Survey Technician,021,COMMN,5302N,2552,3102,,31.9000,33.5000,35.1750,36.9250,38.7750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5302,Traffic Survey Technician,021,SFMTA,5302N,2552,3102,,31.9000,33.5000,35.1750,36.9250,38.7750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5303,"Sprv, Traffic & Street Signs",021,COMMN,5303N,3354,4076,,41.9250,44.0125,46.2125,48.5250,50.9500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5303,"Sprv, Traffic & Street Signs",021,SFMTA,5303N,3354,4076,,41.9250,44.0125,46.2125,48.5250,50.9500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5304,Materials Testing Aide,021,COMMN,5304N,2396,2912,,29.9500,31.4375,33.0125,34.6750,36.4000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5304,Materials Testing Aide,021,SFMTA,5304N,2396,2912,,29.9500,31.4375,33.0125,34.6750,36.4000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5305,Materials Testing Technician,021,COMMN,5305N,2565,3118,,32.0625,33.6500,35.3375,37.1000,38.9750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5305,Materials Testing Technician,021,SFMTA,5305N,2565,3118,,32.0625,33.6500,35.3375,37.1000,38.9750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5306,Traffic Sign Manager,021,SFMTA,5306N,3967,4821,6,49.5875,52.0625,54.6625,57.4000,60.2625,61.7875,63.2750,64.8750,,,,,,,,,,,,
FY17-18,2017/07/01,5310,Survey Assistant I,021,COMMN,5310N,2603,3164,,32.5375,34.1750,35.8750,37.6750,39.5500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5310,Survey Assistant I,021,SFMTA,5310N,2603,3164,,32.5375,34.1750,35.8750,37.6750,39.5500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5312,Survey Assistant II,021,COMMN,5312N,2926,3557,,36.5750,38.4000,40.3250,42.3500,44.4625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5312,Survey Assistant II,021,SFMTA,5312N,2926,3557,,36.5750,38.4000,40.3250,42.3500,44.4625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5314,Survey Associate,021,COMMN,5314N,3371,4097,,42.1375,44.2375,46.4500,48.7750,51.2125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5314,Survey Associate,021,SFMTA,5314N,3371,4097,,42.1375,44.2375,46.4500,48.7750,51.2125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5320,Illustrator and Art Designer,021,COMMN,5320N,2870,3489,,35.8750,37.6750,39.5500,41.5375,43.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5320,Illustrator and Art Designer,021,SFMTA,5320N,2870,3489,,35.8750,37.6750,39.5500,41.5375,43.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5322,Graphic Artist,790,COMMN,5322N,2209,2685,,27.6125,29.0000,30.4500,31.9625,33.5625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5322,Graphic Artist,790,SFMTA,5322N,2209,2685,,27.6125,29.0000,30.4500,31.9625,33.5625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5330,Graphics Supervisor,021,COMMN,5330N,3014,3664,,37.6750,39.5500,41.5375,43.6125,45.8000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5330,Graphics Supervisor,021,SFMTA,5330N,3014,3664,,37.6750,39.5500,41.5375,43.6125,45.8000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5362,Engineering Assistant,021,COMMN,5362N,2589,3148,,32.3625,33.9875,35.6875,37.4625,39.3500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5362,Engineering Assistant,021,SFMTA,5362N,2589,3148,,32.3625,33.9875,35.6875,37.4625,39.3500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5364,Engineering Associate 1,021,COMMN,5364N,2870,3489,,35.8750,37.6750,39.5500,41.5375,43.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5364,Engineering Associate 1,021,SFMTA,5364N,2870,3489,,35.8750,37.6750,39.5500,41.5375,43.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5366,Engineering Associate 2,021,COMMN,5366N,3323,4039,,41.5375,43.6125,45.8000,48.0750,50.4875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5366,Engineering Associate 2,021,SFMTA,5366N,3323,4039,,41.5375,43.6125,45.8000,48.0750,50.4875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5380,"StdntDsgnTrain1, Arch/Eng/Plng",021,COMMN,5380N,2203,2203,,27.5375,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5380,"StdntDsgnTrain1, Arch/Eng/Plng",021,SFMTA,5380N,2203,2203,,27.5375,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5381,StdntDsgn Train2/Arch/Eng/Plng,021,COMMN,5381N,2366,2366,,29.5750,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5381,StdntDsgn Train2/Arch/Eng/Plng,021,SFMTA,5381N,2366,2366,,29.5750,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5382,"StdntDsgnTrain3, Arch/Eng/Plng",021,COMMN,5382N,2479,2479,,30.9875,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5382,"StdntDsgnTrain3, Arch/Eng/Plng",021,SFMTA,5382N,2479,2479,,30.9875,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5408,Coord of Citizen Involvement,021,COMMN,5408N,3873,4707,,48.4125,50.8250,53.3625,56.0375,58.8375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5408,Coord of Citizen Involvement,021,SFMTA,5408N,3873,4707,,48.4125,50.8250,53.3625,56.0375,58.8375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5502,Project Manager 1,021,COMMN,5502N,5266,5266,2,65.8250,67.4625,69.1375,70.8750,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5502,Project Manager 1,021,SFMTA,5502N,5266,5266,2,65.8250,67.4625,69.1375,70.8750,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5504,Project Manager 2,021,COMMN,5504N,6093,6093,2,76.1625,78.1000,80.0125,82.0000,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5504,Project Manager 2,021,SFMTA,5504N,6093,6093,2,76.1625,78.1000,80.0125,82.0000,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5506,Project Manager 3,021,COMMN,5506N,7397,7397,2,92.4625,94.7750,97.1500,99.5875,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5506,Project Manager 3,021,SFMTA,5506N,7397,7397,2,92.4625,94.7750,97.1500,99.5875,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5508,Project Manager 4,021,COMMN,5508N,8250,8250,2,103.1250,105.6750,108.3500,111.0750,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5508,Project Manager 4,021,SFMTA,5508N,8250,8250,2,103.1250,105.6750,108.3500,111.0750,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5601,Utility Analyst,021,COMMN,5601N,2388,3707,,29.8500,31.3250,32.8875,34.5125,36.2500,38.0625,40.0125,42.0000,44.1000,46.3375,,,,,,,,,,
FY17-18,2017/07/01,5602,Utility Specialist,021,COMMN,5602N,3606,5330,,45.0750,47.3125,49.6875,52.2000,54.7875,57.5500,60.4250,63.4125,66.6250,,,,,,,,,,,
FY17-18,2017/07/01,5620,Regulatory Specialist,021,COMMN,5620N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5620,Regulatory Specialist,021,SFMTA,5620N,3664,4453,,45.8000,48.0750,50.4875,53.0125,55.6625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5638,Environmental Assistant,021,COMMN,5638N,2503,3042,,31.2875,32.8500,34.4875,36.2125,38.0250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5640,Environmental Spec,021,COMMN,5640N,3042,3697,,38.0250,39.9250,41.9250,44.0125,46.2125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5642,Sr. Environmental Spec,021,COMMN,5642N,3539,4301,,44.2375,46.4500,48.7750,51.2125,53.7625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,5644,Principal Environ Specialist,021,COMMN,5644N,4039,4909,,50.4875,53.0125,55.6625,58.4375,61.3625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6108,Environmental Hlth Tech 1,790,COMMN,6108N,2508,3049,,31.3500,32.9250,34.5750,36.3000,38.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6108,Environmental Hlth Tech 1,790,SFMTA,6108N,2508,3049,,31.3500,32.9250,34.5750,36.3000,38.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6110,Environmental Hlth Tech 2,790,COMMN,6110N,2835,3446,,35.4375,37.2125,39.0750,41.0375,43.0750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6110,Environmental Hlth Tech 2,790,SFMTA,6110N,2835,3446,,35.4375,37.2125,39.0750,41.0375,43.0750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6115,Wastewater Control Inspector,021,COMMN,6115N,3323,4039,,41.5375,43.6125,45.8000,48.0750,50.4875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6115,Wastewater Control Inspector,021,SFMTA,6115N,3323,4039,,41.5375,43.6125,45.8000,48.0750,50.4875,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6116,Sprv Wastewater Cont Inspector,021,COMMN,6116N,4016,4881,,50.2000,52.7125,55.3500,58.1125,61.0125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6116,Sprv Wastewater Cont Inspector,021,SFMTA,6116N,4016,4881,,50.2000,52.7125,55.3500,58.1125,61.0125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6120,Environmental Health Inspector,251,COMMN,6120N,3727,4529,,46.5875,48.9125,51.3625,53.9250,56.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6120,Environmental Health Inspector,251,SFMTA,6120N,3727,4529,,46.5875,48.9125,51.3625,53.9250,56.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6122,Sr Environmental Hlth Insp,251,COMMN,6122N,3989,4849,,49.8625,52.3625,54.9750,57.7375,60.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6122,Sr Environmental Hlth Insp,251,SFMTA,6122N,3989,4849,,49.8625,52.3625,54.9750,57.7375,60.6125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6124,Pr Environmental Hlth Insp,251,COMMN,6124N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6124,Pr Environmental Hlth Insp,251,SFMTA,6124N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6130,Safety Analyst,021,COMMN,6130N,4097,4980,,51.2125,53.7625,56.4625,59.2750,62.2500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6130,Safety Analyst,021,SFMTA,6130N,4097,4980,,51.2125,53.7625,56.4625,59.2750,62.2500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6137,Assistant Industrial Hygienist,021,COMMN,6137N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6137,Assistant Industrial Hygienist,021,SFMTA,6137N,3087,3752,,38.5875,40.5125,42.5375,44.6750,46.9000,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6138,Industrial Hygienist,021,COMMN,6138N,4097,4980,,51.2125,53.7625,56.4625,59.2750,62.2500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6138,Industrial Hygienist,021,SFMTA,6138N,4097,4980,,51.2125,53.7625,56.4625,59.2750,62.2500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6139,Senior Industrial Hygienist,856,COMMN,6139N,4517,5490,,56.4625,59.2750,62.2500,65.3500,68.6250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6139,Senior Industrial Hygienist,856,SFMTA,6139N,4517,5490,,56.4625,59.2750,62.2500,65.3500,68.6250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6220,"Inspector, Weights & Measures",790,COMMN,6220N,2326,2827,,29.0750,30.5250,32.0625,33.6500,35.3375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6220,"Inspector, Weights & Measures",790,SFMTA,6220N,2326,2827,,29.0750,30.5250,32.0625,33.6500,35.3375,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6222,Depty Sealer of Weights & Meas,021,COMMN,6222N,3079,3742,,38.4875,40.4000,42.4250,44.5500,46.7750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6229,Street Inspector Trainee,021,COMMN,6229N,2179,2683,,27.2375,29.3375,31.4375,33.5375,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6230,Street Inspector,021,COMMN,6230N,2759,3354,,34.4875,36.2125,38.0250,39.9250,41.9250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6230,Street Inspector,021,SFMTA,6230N,2759,3354,,34.4875,36.2125,38.0250,39.9250,41.9250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6231,Senior Street Inspector,021,COMMN,6231N,3194,3882,,39.9250,41.9250,44.0125,46.2125,48.5250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6231,Senior Street Inspector,021,SFMTA,6231N,3194,3882,,39.9250,41.9250,44.0125,46.2125,48.5250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6232,Street Inspection Supervisor,021,COMMN,6232N,3697,4493,,46.2125,48.5250,50.9500,53.5000,56.1625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6232,Street Inspection Supervisor,021,SFMTA,6232N,3697,4493,,46.2125,48.5250,50.9500,53.5000,56.1625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6235,Heating/Ventilating Inspector,104,COMMN,6235N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6235,Heating/Ventilating Inspector,104,SFMTA,6235N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6242,Plumbing Inspector,038,COMMN,6242N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6242,Plumbing Inspector,038,SFMTA,6242N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6244,Chief Plumbing Inspector,038,COMMN,6244N,4729,5748,,59.1125,62.0750,65.1750,68.4250,71.8500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6244,Chief Plumbing Inspector,038,SFMTA,6244N,4729,5748,,59.1125,62.0750,65.1750,68.4250,71.8500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6246,Senior Plumbing Inspector,038,COMMN,6246N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6246,Senior Plumbing Inspector,038,SFMTA,6246N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6248,Electrical Inspector,006,COMMN,6248N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6248,Electrical Inspector,006,SFMTA,6248N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6249,Senior Electrical Inspector,006,COMMN,6249N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6249,Senior Electrical Inspector,006,SFMTA,6249N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6250,Chief Electrical Inspector,006,COMMN,6250N,4729,5748,,59.1125,62.0750,65.1750,68.4250,71.8500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6250,Chief Electrical Inspector,006,SFMTA,6250N,4729,5748,,59.1125,62.0750,65.1750,68.4250,71.8500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6252,Line Inspector,006,COMMN,6252N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6252,Line Inspector,006,SFMTA,6252N,3913,4756,,48.9125,51.3625,53.9250,56.6125,59.4500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6262,Plan Checker,021,COMMN,6262N,3388,4118,,42.3500,44.4625,46.6875,49.0125,51.4750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6262,Plan Checker,021,SFMTA,6262N,3388,4118,,42.3500,44.4625,46.6875,49.0125,51.4750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6266,Senior Plan Checker,021,COMMN,6266N,4157,5052,,51.9625,54.5625,57.2750,60.1500,63.1500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6266,Senior Plan Checker,021,SFMTA,6266N,4157,5052,,51.9625,54.5625,57.2750,60.1500,63.1500,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6270,Housing Inspector,021,COMMN,6270N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6270,Housing Inspector,021,SFMTA,6270N,3890,4729,,48.6250,51.0625,53.6125,56.2875,59.1125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6272,Senior Housing Inspector,021,COMMN,6272N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6272,Senior Housing Inspector,021,SFMTA,6272N,4289,5214,,53.6125,56.2875,59.1125,62.0750,65.1750,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6274,Chief Housing Inspector,021,COMMN,6274N,4729,5748,6,59.1125,62.0750,65.1750,68.4250,71.8500,73.6875,75.4500,77.3500,,,,,,,,,,,,
FY17-18,2017/07/01,6274,Chief Housing Inspector,021,SFMTA,6274N,4729,5748,6,59.1125,62.0750,65.1750,68.4250,71.8500,73.6875,75.4500,77.3500,,,,,,,,,,,,
FY17-18,2017/07/01,6281,Fire Safety Inspector 2,021,COMMN,6281N,5488,5488,,68.6000,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6281,Fire Safety Inspector 2,021,SFMTA,6281N,5488,5488,,68.6000,,,,,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6317,Assistant Const Inspector,021,COMMN,6317N,2884,3505,,36.0500,37.8500,39.7500,41.7250,43.8125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6317,Assistant Const Inspector,021,SFMTA,6317N,2884,3505,,36.0500,37.8500,39.7500,41.7250,43.8125,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6318,Construction Inspector,021,COMMN,6318N,3505,4261,,43.8125,46.0125,48.3125,50.7250,53.2625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6318,Construction Inspector,021,SFMTA,6318N,3505,4261,,43.8125,46.0125,48.3125,50.7250,53.2625,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6319,Senior Const Inspector,021,COMMN,6319N,3865,4698,,48.3125,50.7250,53.2625,55.9125,58.7250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6319,Senior Const Inspector,021,SFMTA,6319N,3865,4698,,48.3125,50.7250,53.2625,55.9125,58.7250,,,,,,,,,,,,,,,
FY17-18,2017/07/01,6321,Permit Technician I,790,COMMN,6321N,1937,2356,,24.2125,25.4250,26.7000,28.0375,29.4500,,,,,,,,,,,,,,,
